1291,2870,604,776,3.38,0.72,9.61,HELLO
1290,2869,604,777,3.27,0.78,9.36,HELLO
1289,2869,604,777,2.95,0.72,9.58,HELLO
1289,2869,605,777,3.10,0.77,9.44,HELLO
1289,2870,605,777,3.23,0.76,9.32,HELLO
1289,2870,605,776,3.05,0.83,9.77,HELLO
1289,2872,605,777,3.03,0.73,9.73,HELLO
1290,2871,606,777,2.94,0.94,9.71,HELLO
1288,2872,605,777,2.94,0.99,9.72,HELLO
1288,2871,606,777,2.99,1.15,9.79,HELLO
1288,2871,606,777,2.76,1.19,10.01,HELLO
1288,2871,606,778,2.83,1.17,9.81,HELLO
1290,2871,605,777,3.08,1.05,9.94,HELLO
1290,2872,606,777,2.98,0.77,9.82,HELLO
1290,2871,607,777,3.27,0.72,9.45,HELLO
1290,2870,606,777,3.30,0.67,9.38,HELLO
1291,2871,607,776,3.47,0.49,9.29,HELLO
1291,2871,607,777,3.51,0.47,9.15,HELLO
1291,2871,607,777,3.71,0.43,9.23,HELLO
1291,2870,608,776,4.30,0.23,8.98,HELLO
1292,2870,608,776,4.20,0.19,9.29,HELLO
1292,2869,608,775,3.84,0.42,9.44,HELLO
1292,2869,608,775,3.82,0.54,9.37,HELLO
1293,2869,609,776,3.51,0.65,9.62,HELLO
1293,2869,609,776,3.86,0.66,9.20,HELLO
1293,2869,609,776,3.76,0.72,9.04,HELLO
1293,2869,609,776,3.99,0.72,8.81,HELLO
1293,2869,610,777,4.25,0.64,8.91,HELLO
1292,2869,609,777,4.25,0.66,9.03,HELLO
1292,2870,608,777,3.96,0.57,8.90,HELLO
1292,2870,608,777,3.48,0.57,9.02,HELLO
1292,2871,608,778,3.10,0.80,9.31,HELLO
1292,2870,608,777,3.00,0.50,9.50,HELLO
1293,2870,608,776,2.43,0.76,9.93,HELLO
1293,2871,607,777,2.47,0.70,10.10,HELLO
1293,2870,606,778,2.63,0.55,10.09,HELLO
1293,2870,606,777,2.26,0.82,10.35,HELLO
1292,2870,606,778,2.43,0.81,10.34,HELLO
1292,2870,606,778,2.57,0.88,10.12,HELLO
1291,2870,606,779,2.54,0.90,10.37,HELLO
1290,2871,606,779,2.64,1.12,10.19,HELLO
1290,2871,606,778,3.03,0.99,9.79,HELLO
1289,2871,607,778,3.19,1.27,9.48,HELLO
1291,2870,606,778,3.51,1.21,9.42,HELLO
1291,2869,607,778,3.89,1.28,9.19,HELLO
1290,2869,608,778,3.78,1.25,9.59,HELLO
1290,2870,608,779,3.83,0.97,9.51,HELLO
1291,2870,608,779,3.72,1.11,9.32,HELLO
1290,2870,608,779,3.54,1.19,9.23,HELLO
1290,2870,608,779,3.38,1.19,9.26,HELLO
1290,2869,609,778,3.66,1.06,9.28,HELLO
1290,2870,609,779,3.49,1.12,9.41,HELLO
1291,2869,608,780,3.70,1.06,9.36,HELLO
1290,2869,606,780,3.97,1.25,8.88,HELLO
1292,2870,606,780,3.62,1.23,9.08,HELLO
1293,2869,606,779,4.09,1.19,8.71,HELLO
1294,2868,605,780,3.90,1.28,9.06,HELLO
1293,2869,606,780,3.88,1.20,9.20,HELLO
1292,2869,606,780,3.80,1.11,9.54,HELLO
1293,2869,607,780,3.47,1.24,9.86,HELLO
1294,2869,606,780,3.22,1.32,9.70,HELLO
1293,2869,606,779,2.82,1.47,9.77,HELLO
1293,2870,606,780,2.64,1.45,9.88,HELLO
1293,2868,607,780,2.67,1.40,10.06,HELLO
1293,2868,606,780,2.82,1.39,10.00,HELLO
1293,2869,607,780,2.81,1.41,9.94,HELLO
1292,2869,608,779,3.22,1.48,9.58,HELLO
1293,2869,609,779,3.27,1.50,9.29,HELLO
1292,2870,610,779,3.35,1.52,9.23,HELLO
1291,2868,611,778,3.46,1.60,9.16,HELLO
1291,2869,612,779,3.44,1.47,9.28,HELLO
1291,2869,612,779,3.59,1.41,9.37,HELLO
1291,2868,612,778,4.28,1.36,9.04,HELLO
1291,2868,612,778,4.34,1.13,9.23,HELLO
1291,2869,610,777,4.03,1.28,9.09,HELLO
1291,2870,609,777,3.39,1.56,9.31,HELLO
1291,2870,609,777,3.53,1.63,8.99,HELLO
1290,2870,608,777,3.71,1.62,8.91,HELLO
1290,2871,609,777,3.95,1.57,9.08,HELLO
1290,2871,608,777,3.96,1.49,9.36,HELLO
1290,2871,609,777,3.96,1.46,9.36,HELLO
1291,2870,607,777,3.83,1.48,9.36,HELLO
1291,2871,606,777,3.67,1.47,9.26,HELLO
1290,2871,606,776,3.35,1.58,9.44,HELLO
1291,2871,605,777,3.25,1.58,9.73,HELLO
1290,2871,605,776,3.04,1.68,9.68,HELLO
1291,2872,605,775,2.91,1.77,9.87,HELLO
